init,type,geometry,geo params,constraints,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
kernel pca:rbf,multi w GP geo,fourier_basis,10.0,"('variance', 'A', 'alpha', 'phi')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
kernel pca:rbf,multi w GP geo,fourier_basis,10.0,"('variance', 'A', 'f', 'alpha')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
kernel pca:rbf,multi w GP geo,fourier_basis,11.0,"('variance', 'A', 'alpha', 'phi', 'f')",3,0.1695111388367639,0.025270692994396583,0.9444444444444446,0.03928371006591922,0.899705232248795,0.044832322952362405,1.2743025314605585,0.09098556512501789,7.666666666666667,0.17948238229775,0.22871485411459455,0.20577595093992054
kernel pca:rbf,multi w GP geo,fourier_basis,11.0,"('variance', 'A')",3,0.1695111388367639,0.025270692994396583,0.9444444444444446,0.03928371006591922,0.899705232248795,0.044832322952362405,1.2743025314605585,0.09098556512501789,7.666666666666667,0.17948238229775,0.22871485411459455,0.20577595093992054
kernel pca:rbf,multi w GP geo,fourier_basis,11.0,"('variance',)",10,0.1711160888522293,0.024966038817171257,0.9354978354978355,0.05229830217547299,0.9491072773993062,0.08143387736088997,1.3689247670184153,0.3107551941226475,17.0,0.18291446795402574,0.25039614542826205,0.23765280385869852
kernel pca:rbf,multi w GP geo,fourier_basis,11.0,"('variance', 'A', 'alpha')",3,0.1695111388367639,0.025270692994396583,0.9444444444444446,0.03928371006591922,0.899705232248795,0.044832322952362405,1.2743025314605585,0.09098556512501789,7.666666666666667,0.17948238229775,0.22871485411459455,0.20577595093992054
kernel pca:rbf,multi w GP geo,fourier_basis,11.0,"('variance', 'A', 'f')",3,0.1695111388367639,0.025270692994396583,0.9444444444444446,0.03928371006591922,0.899705232248795,0.044832322952362405,1.2743025314605585,0.09098556512501789,7.666666666666667,0.17948238229775,0.22871485411459455,0.20577595093992054
kernel pca:rbf,multi w GP geo,fourier_basis,11.0,"('variance', 'A', 'phi')",3,0.1695111388367639,0.025270692994396583,0.9444444444444446,0.03928371006591922,0.899705232248795,0.044832322952362405,1.2743025314605585,0.09098556512501789,7.666666666666667,0.17948238229775,0.22871485411459455,0.20577595093992054
kernel pca:rbf,multi w GP geo,fourier_basis,11.0,"('variance', 'A', 'f', 'phi')",3,0.1695111388367639,0.025270692994396583,0.9444444444444446,0.03928371006591922,0.899705232248795,0.044832322952362405,1.2743025314605585,0.09098556512501789,7.666666666666667,0.17948238229775,0.22871485411459455,0.20577595093992054
kernel pca:rbf,multi w GP geo,fourier_basis,11.0,"('variance', 'A', 'alpha', 'phi')",3,0.1695111388367639,0.025270692994396583,0.9444444444444446,0.03928371006591922,0.899705232248795,0.044832322952362405,1.2743025314605585,0.09098556512501789,7.666666666666667,0.17948238229775,0.22871485411459455,0.20577595093992054
kernel pca:rbf,multi w GP geo,fourier_basis,11.0,"('variance', 'A', 'f', 'alpha')",3,0.1695111388367639,0.025270692994396583,0.9444444444444446,0.03928371006591922,0.899705232248795,0.044832322952362405,1.2743025314605585,0.09098556512501789,7.666666666666667,0.17948238229775,0.22871485411459455,0.20577595093992054
